,district,date,month,year,visitors
1134,Bhadradri Kothagudem ,01-07-2019,July,2019,0
1135,Bhadradri Kothagudem ,01-08-2019,August,2019,0
1136,Bhadradri Kothagudem ,01-09-2019,September,2019,0
1137,Bhadradri Kothagudem ,01-10-2019,October,2019,0
1138,Bhadradri Kothagudem ,01-11-2019,November,2019,0
1139,Bhadradri Kothagudem ,01-12-2019,December,2019,0
1140,Hyderabad,01-01-2019,January,2019,35920
1141,Hyderabad,01-02-2019,February,2019,25621
1142,Hyderabad,01-03-2019,March,2019,21929
1143,Hyderabad,01-04-2019,April,2019,18267
1144,Hyderabad,01-05-2019,May,2019,17317
1145,Hyderabad,01-06-2019,June,2019,20077
1146,Hyderabad,01-07-2019,July,2019,27874
1147,Hyderabad,01-08-2019,August,2019,22725
1148,Hyderabad,01-09-2019,September,2019,34018
1149,Hyderabad,01-10-2019,October,2019,28706
1150,Hyderabad,01-11-2019,November,2019,32762
1151,Hyderabad,01-12-2019,December,2019,34084
1152,Jagtial ,01-01-2019,January,2019,0
1153,Jagtial ,01-02-2019,February,2019,0
1154,Jagtial ,01-03-2019,March,2019,0
1155,Jagtial ,01-04-2019,April,2019,0
1156,Jagtial ,01-05-2019,May,2019,0
1157,Jagtial ,01-06-2019,June,2019,0
1158,Jagtial ,01-07-2019,July,2019,0
1159,Jagtial ,01-08-2019,August,2019,0
1160,Jagtial ,01-09-2019,September,2019,0
1161,Jagtial ,01-10-2019,October,2019,0
1162,Jagtial ,01-11-2019,November,2019,0
1163,Jagtial ,01-12-2019,December,2019,0
1164,Jangaon ,01-01-2019,January,2019,0
1165,Jangaon ,01-02-2019,February,2019,0
1166,Jangaon ,01-03-2019,March,2019,0
1167,Jangaon ,01-04-2019,April,2019,0
1168,Jangaon ,01-05-2019,May,2019,0
1169,Jangaon ,01-06-2019,June,2019,0
1170,Jangaon ,01-07-2019,July,2019,0
1171,Jangaon ,01-08-2019,August,2019,0
1172,Jangaon ,01-09-2019,September,2019,0
1173,Jangaon ,01-10-2019,October,2019,0
1174,Jangaon ,01-11-2019,November,2019,0
1175,Jangaon ,01-12-2019,December,2019,0
1176,Jayashankar Bhoopalpally,01-01-2019,January,2019,45
1177,Jayashankar Bhoopalpally,01-02-2019,February,2019,0
1178,Jayashankar Bhoopalpally,01-03-2019,March,2019,0
1179,Jayashankar Bhoopalpally,01-04-2019,April,2019,0
1180,Jayashankar Bhoopalpally,01-05-2019,May,2019,0
1181,Jayashankar Bhoopalpally,01-06-2019,June,2019,0
1182,Jayashankar Bhoopalpally,01-07-2019,July,2019,0
1183,Jayashankar Bhoopalpally,01-08-2019,August,2019,0
1184,Jayashankar Bhoopalpally,01-09-2019,September,2019,0
1185,Jayashankar Bhoopalpally,01-10-2019,October,2019,0
1186,Jayashankar Bhoopalpally,01-11-2019,November,2019,0
1187,Jayashankar Bhoopalpally,01-12-2019,December,2019,0
1188,Jogulamba Gadwal ,01-01-2019,January,2019,36
1189,Jogulamba Gadwal ,01-02-2019,February,2019,6
1190,Jogulamba Gadwal ,01-03-2019,March,2019,22
1191,Jogulamba Gadwal ,01-04-2019,April,2019,16
1192,Jogulamba Gadwal ,01-05-2019,May,2019,20
1193,Jogulamba Gadwal ,01-06-2019,June,2019,22
1194,Jogulamba Gadwal ,01-07-2019,July,2019,37
1195,Jogulamba Gadwal ,01-08-2019,August,2019,42
1196,Jogulamba Gadwal ,01-09-2019,September,2019,25
1197,Jogulamba Gadwal ,01-10-2019,October,2019,13
1198,Jogulamba Gadwal ,01-11-2019,November,2019,45
1199,Jogulamba Gadwal ,01-12-2019,December,2019,11
1200,Kamareddy ,01-01-2019,January,2019,0
1201,Kamareddy ,01-02-2019,February,2019,0
1202,Kamareddy ,01-03-2019,March,2019,0
1203,Kamareddy ,01-04-2019,April,2019,0
1204,Kamareddy ,01-05-2019,May,2019,0
1205,Kamareddy ,01-06-2019,June,2019,0
1206,Kamareddy ,01-07-2019,July,2019,0
1207,Kamareddy ,01-08-2019,August,2019,0
1208,Kamareddy ,01-09-2019,September,2019,0
1209,Kamareddy ,01-10-2019,October,2019,0
1210,Kamareddy ,01-11-2019,November,2019,0
1211,Kamareddy ,01-12-2019,December,2019,0
1212,Karimnagar ,01-01-2019,January,2019,0
1213,Karimnagar ,01-02-2019,February,2019,0
1214,Karimnagar ,01-03-2019,March,2019,0
1215,Karimnagar ,01-04-2019,April,2019,0
1216,Karimnagar ,01-05-2019,May,2019,0
1217,Karimnagar ,01-06-2019,June,2019,0
1218,Karimnagar ,01-07-2019,July,2019,0
1219,Karimnagar ,01-08-2019,August,2019,0
1220,Karimnagar ,01-09-2019,September,2019,0
1221,Karimnagar ,01-10-2019,October,2019,0
1222,Karimnagar ,01-11-2019,November,2019,0
1223,Karimnagar ,01-12-2019,December,2019,0
1224,Khammam,01-01-2019,January,2019,0
1225,Khammam,01-02-2019,February,2019,0
1226,Khammam,01-03-2019,March,2019,0
1227,Khammam,01-04-2019,April,2019,0
1228,Khammam,01-05-2019,May,2019,0
1229,Khammam,01-06-2019,June,2019,0
1230,Khammam,01-07-2019,July,2019,0
1231,Khammam,01-08-2019,August,2019,0
1232,Khammam,01-09-2019,September,2019,0
1233,Khammam,01-10-2019,October,2019,0
1234,Khammam,01-11-2019,November,2019,0
1235,Khammam,01-12-2019,December,2019,0
1236,Komaram Bheem Asifabad,01-01-2019,January,2019,0
1237,Komaram Bheem Asifabad,01-02-2019,February,2019,0
1238,Komaram Bheem Asifabad,01-03-2019,March,2019,0
1239,Komaram Bheem Asifabad,01-04-2019,April,2019,0
1240,Komaram Bheem Asifabad,01-05-2019,May,2019,0
1241,Komaram Bheem Asifabad,01-06-2019,June,2019,0
1242,Komaram Bheem Asifabad,01-07-2019,July,2019,0
1243,Komaram Bheem Asifabad,01-08-2019,August,2019,0
1244,Komaram Bheem Asifabad,01-09-2019,September,2019,0
1245,Komaram Bheem Asifabad,01-10-2019,October,2019,0
1246,Komaram Bheem Asifabad,01-11-2019,November,2019,0
1247,Komaram Bheem Asifabad,01-12-2019,December,2019,0
1248,Mahabubabad ,01-01-2019,January,2019,0
1249,Mahabubabad ,01-02-2019,February,2019,0
1250,Mahabubabad ,01-03-2019,March,2019,0
1251,Mahabubabad ,01-04-2019,April,2019,0
1252,Mahabubabad ,01-05-2019,May,2019,0
1253,Mahabubabad ,01-06-2019,June,2019,0
1254,Mahabubabad ,01-07-2019,July,2019,0
1255,Mahabubabad ,01-08-2019,August,2019,0
1256,Mahabubabad ,01-09-2019,September,2019,0
1257,Mahabubabad ,01-10-2019,October,2019,0
1258,Mahabubabad ,01-11-2019,November,2019,0
1259,Mahabubabad ,01-12-2019,December,2019,0
1260,Mahbubnagar,01-01-2019,January,2019,45
1261,Mahbubnagar,01-02-2019,February,2019,29
1262,Mahbubnagar,01-03-2019,March,2019,28
1263,Mahbubnagar,01-04-2019,April,2019,34
1264,Mahbubnagar,01-05-2019,May,2019,20
1265,Mahbubnagar,01-06-2019,June,2019,28
1266,Mahbubnagar,01-07-2019,July,2019,47
1267,Mahbubnagar,01-08-2019,August,2019,44
1268,Mahbubnagar,01-09-2019,September,2019,34
1269,Mahbubnagar,01-10-2019,October,2019,37
1270,Mahbubnagar,01-11-2019,November,2019,68
1271,Mahbubnagar,01-12-2019,December,2019,26
1272,Mancherial,01-01-2019,January,2019,0
1273,Mancherial,01-02-2019,February,2019,0
1274,Mancherial,01-03-2019,March,2019,0
1275,Mancherial,01-04-2019,April,2019,0
1276,Mancherial,01-05-2019,May,2019,0
1277,Mancherial,01-06-2019,June,2019,0
1278,Mancherial,01-07-2019,July,2019,0
1279,Mancherial,01-08-2019,August,2019,0
1280,Mancherial,01-09-2019,September,2019,0
1281,Mancherial,01-10-2019,October,2019,0
1282,Mancherial,01-11-2019,November,2019,10
1283,Mancherial,01-12-2019,December,2019,0
1284,Medak ,01-01-2019,January,2019,0
1285,Medak ,01-02-2019,February,2019,0
1286,Medak ,01-03-2019,March,2019,0
1287,Medak ,01-04-2019,April,2019,0
1288,Medak ,01-05-2019,May,2019,0
1289,Medak ,01-06-2019,June,2019,0
1290,Medak ,01-07-2019,July,2019,0
1291,Medak ,01-08-2019,August,2019,0
1292,Medak ,01-09-2019,September,2019,0
1293,Medak ,01-10-2019,October,2019,0
1294,Medak ,01-11-2019,November,2019,0
1295,Medak ,01-12-2019,December,2019,0
1296,Medchal ,01-01-2019,January,2019, 
1297,Medchal ,01-02-2019,February,2019, 
1298,Medchal ,01-03-2019,March,2019, 
1299,Medchal ,01-04-2019,April,2019, 
1300,Medchal ,01-05-2019,May,2019, 
1301,Medchal ,01-06-2019,June,2019, 
1302,Medchal ,01-07-2019,July,2019, 
1303,Medchal ,01-08-2019,August,2019, 
1304,Medchal ,01-09-2019,September,2019, 
1305,Medchal ,01-10-2019,October,2019, 
1306,Medchal ,01-11-2019,November,2019, 
1307,Medchal ,01-12-2019,December,2019, 
1308,Mulugu,01-01-2019,January,2019,0
1309,Mulugu,01-02-2019,February,2019,45
1310,Mulugu,01-03-2019,March,2019,40
1311,Mulugu,01-04-2019,April,2019,40
1312,Mulugu,01-05-2019,May,2019,40
1313,Mulugu,01-06-2019,June,2019,50
1314,Mulugu,01-07-2019,July,2019,55
1315,Mulugu,01-08-2019,August,2019,50
1316,Mulugu,01-09-2019,September,2019,60
1317,Mulugu,01-10-2019,October,2019,60
1318,Mulugu,01-11-2019,November,2019,70
1319,Mulugu,01-12-2019,December,2019,65
1320,Nagarkurnool ,01-01-2019,January,2019,35
1321,Nagarkurnool ,01-02-2019,February,2019,15
1322,Nagarkurnool ,01-03-2019,March,2019,14
1323,Nagarkurnool ,01-04-2019,April,2019,18
1324,Nagarkurnool ,01-05-2019,May,2019,14
1325,Nagarkurnool ,01-06-2019,June,2019,14
1326,Nagarkurnool ,01-07-2019,July,2019,17
1327,Nagarkurnool ,01-08-2019,August,2019,22
1328,Nagarkurnool ,01-09-2019,September,2019,7
1329,Nagarkurnool ,01-10-2019,October,2019,3
1330,Nagarkurnool ,01-11-2019,November,2019,30
1331,Nagarkurnool ,01-12-2019,December,2019,10
1332,Nalgonda,01-01-2019,January,2019,0
1333,Nalgonda,01-02-2019,February,2019,0
1334,Nalgonda,01-03-2019,March,2019,0
1335,Nalgonda,01-04-2019,April,2019,0
1336,Nalgonda,01-05-2019,May,2019,0
1337,Nalgonda,01-06-2019,June,2019,0
1338,Nalgonda,01-07-2019,July,2019,0
1339,Nalgonda,01-08-2019,August,2019,0
1340,Nalgonda,01-09-2019,September,2019,0
1341,Nalgonda,01-10-2019,October,2019,0
1342,Nalgonda,01-11-2019,November,2019,0
1343,Nalgonda,01-12-2019,December,2019,0
1344,Narayanpet,01-01-2019,January,2019,0
1345,Narayanpet,01-02-2019,February,2019,0
1346,Narayanpet,01-03-2019,March,2019,0
1347,Narayanpet,01-04-2019,April,2019,0
1348,Narayanpet,01-05-2019,May,2019,0
1349,Narayanpet,01-06-2019,June,2019,0
1350,Narayanpet,01-07-2019,July,2019,0
1351,Narayanpet,01-08-2019,August,2019,0
1352,Narayanpet,01-09-2019,September,2019,0
1353,Narayanpet,01-10-2019,October,2019,0
1354,Narayanpet,01-11-2019,November,2019,0
1355,Narayanpet,01-12-2019,December,2019,5
1356,Nirmal,01-01-2019,January,2019,0
1357,Nirmal,01-02-2019,February,2019,0
1358,Nirmal,01-03-2019,March,2019,0
1359,Nirmal,01-04-2019,April,2019,0
1360,Nirmal,01-05-2019,May,2019,0
1361,Nirmal,01-06-2019,June,2019,0
1362,Nirmal,01-07-2019,July,2019,0
1363,Nirmal,01-08-2019,August,2019,0
1364,Nirmal,01-09-2019,September,2019,0
1365,Nirmal,01-10-2019,October,2019,0
1366,Nirmal,01-11-2019,November,2019,0
1367,Nirmal,01-12-2019,December,2019,0
1368,Nizamabad,01-01-2019,January,2019,0
1369,Nizamabad,01-02-2019,February,2019,1
1370,Nizamabad,01-03-2019,March,2019,0
1371,Nizamabad,01-04-2019,April,2019,0
1372,Nizamabad,01-05-2019,May,2019,0
1373,Nizamabad,01-06-2019,June,2019,0
1374,Nizamabad,01-07-2019,July,2019,0
1375,Nizamabad,01-08-2019,August,2019,0
1376,Nizamabad,01-09-2019,September,2019,0
1377,Nizamabad,01-10-2019,October,2019,0
1378,Nizamabad,01-11-2019,November,2019,0
1379,Nizamabad,01-12-2019,December,2019,0
1380,Peddapalli,01-01-2019,January,2019,0
1381,Peddapalli,01-02-2019,February,2019,0
1382,Peddapalli,01-03-2019,March,2019,0
1383,Peddapalli,01-04-2019,April,2019,0
1384,Peddapalli,01-05-2019,May,2019,0
1385,Peddapalli,01-06-2019,June,2019,0
1386,Peddapalli,01-07-2019,July,2019,0
1387,Peddapalli,01-08-2019,August,2019,0
1388,Peddapalli,01-09-2019,September,2019,0
1389,Peddapalli,01-10-2019,October,2019,0
1390,Peddapalli,01-11-2019,November,2019,0
1391,Peddapalli,01-12-2019,December,2019,0
1392,Rajanna Sircilla ,01-01-2019,January,2019,0
1393,Rajanna Sircilla ,01-02-2019,February,2019,0
1394,Rajanna Sircilla ,01-03-2019,March,2019,0
1395,Rajanna Sircilla ,01-04-2019,April,2019,0
1396,Rajanna Sircilla ,01-05-2019,May,2019,0
1397,Rajanna Sircilla ,01-06-2019,June,2019,0
1398,Rajanna Sircilla ,01-07-2019,July,2019,0
1399,Rajanna Sircilla ,01-08-2019,August,2019,0
1400,Rajanna Sircilla ,01-09-2019,September,2019,0
1401,Rajanna Sircilla ,01-10-2019,October,2019,0
1402,Rajanna Sircilla ,01-11-2019,November,2019,0
1403,Rajanna Sircilla ,01-12-2019,December,2019,0
1404,Ranga Reddy,01-01-2019,January,2019, 
1405,Ranga Reddy,01-02-2019,February,2019, 
1406,Ranga Reddy,01-03-2019,March,2019, 
1407,Ranga Reddy,01-04-2019,April,2019, 
1408,Ranga Reddy,01-05-2019,May,2019, 
1409,Ranga Reddy,01-06-2019,June,2019, 
1410,Ranga Reddy,01-07-2019,July,2019, 
1411,Ranga Reddy,01-08-2019,August,2019, 
1412,Ranga Reddy,01-09-2019,September,2019, 
1413,Ranga Reddy,01-10-2019,October,2019, 
1414,Ranga Reddy,01-11-2019,November,2019, 
1415,Ranga Reddy,01-12-2019,December,2019, 
1416,Sangareddy ,01-01-2019,January,2019,0
1417,Sangareddy ,01-02-2019,February,2019,0
1418,Sangareddy ,01-03-2019,March,2019,0
1419,Sangareddy ,01-04-2019,April,2019,0
1420,Sangareddy ,01-05-2019,May,2019,0
1421,Sangareddy ,01-06-2019,June,2019,0
1422,Sangareddy ,01-07-2019,July,2019,0
1423,Sangareddy ,01-08-2019,August,2019,0
1424,Sangareddy ,01-09-2019,September,2019,0
1425,Sangareddy ,01-10-2019,October,2019,0
1426,Sangareddy ,01-11-2019,November,2019,0
1427,Sangareddy ,01-12-2019,December,2019,0
1428,Siddipet,01-01-2019,January,2019,0
1429,Siddipet,01-02-2019,February,2019,0
1430,Siddipet,01-03-2019,March,2019,0
1431,Siddipet,01-04-2019,April,2019,0
1432,Siddipet,01-05-2019,May,2019,0
1433,Siddipet,01-06-2019,June,2019,0
1434,Siddipet,01-07-2019,July,2019,0
1435,Siddipet,01-08-2019,August,2019,0
1436,Siddipet,01-09-2019,September,2019,0
1437,Siddipet,01-10-2019,October,2019,0
1438,Siddipet,01-11-2019,November,2019,0
1439,Siddipet,01-12-2019,December,2019,0
1440,Suryapet,01-01-2019,January,2019,0
1441,Suryapet,01-02-2019,February,2019,0
1442,Suryapet,01-03-2019,March,2019,0
1443,Suryapet,01-04-2019,April,2019,0
1444,Suryapet,01-05-2019,May,2019,0
1445,Suryapet,01-06-2019,June,2019,0
1446,Suryapet,01-07-2019,July,2019,0
1447,Suryapet,01-08-2019,August,2019,0
1448,Suryapet,01-09-2019,September,2019,0
1449,Suryapet,01-10-2019,October,2019,0
1450,Suryapet,01-11-2019,November,2019,0
1451,Suryapet,01-12-2019,December,2019,0
1452,Vikarabad,01-01-2019,January,2019, 
1453,Vikarabad,01-02-2019,February,2019, 
1454,Vikarabad,01-03-2019,March,2019, 
1455,Vikarabad,01-04-2019,April,2019, 
1456,Vikarabad,01-05-2019,May,2019, 
1457,Vikarabad,01-06-2019,June,2019, 
1458,Vikarabad,01-07-2019,July,2019, 
1459,Vikarabad,01-08-2019,August,2019, 
1460,Vikarabad,01-09-2019,September,2019, 
1461,Vikarabad,01-10-2019,October,2019, 
1462,Vikarabad,01-11-2019,November,2019, 
1463,Vikarabad,01-12-2019,December,2019, 
1464,Wanaparthy ,01-01-2019,January,2019,0
1465,Wanaparthy ,01-02-2019,February,2019,0
1466,Wanaparthy ,01-03-2019,March,2019,0
1467,Wanaparthy ,01-04-2019,April,2019,0
1468,Wanaparthy ,01-05-2019,May,2019,0
1469,Wanaparthy ,01-06-2019,June,2019,0
1470,Wanaparthy ,01-07-2019,July,2019,0
1471,Wanaparthy ,01-08-2019,August,2019,0
1472,Wanaparthy ,01-09-2019,September,2019,0
1473,Wanaparthy ,01-10-2019,October,2019,0
1474,Wanaparthy ,01-11-2019,November,2019,0
1475,Wanaparthy ,01-12-2019,December,2019,0
1476,Warangal (Rural),01-01-2019,January,2019,0
1477,Warangal (Rural),01-02-2019,February,2019,0
1478,Warangal (Rural),01-03-2019,March,2019,0
1479,Warangal (Rural),01-04-2019,April,2019,0
1480,Warangal (Rural),01-05-2019,May,2019,0
1481,Warangal (Rural),01-06-2019,June,2019,0
1482,Warangal (Rural),01-07-2019,July,2019,0
1483,Warangal (Rural),01-08-2019,August,2019,0
1484,Warangal (Rural),01-09-2019,September,2019,0
1485,Warangal (Rural),01-10-2019,October,2019,0
1486,Warangal (Rural),01-11-2019,November,2019,0
1487,Warangal (Rural),01-12-2019,December,2019,0
1488,Warangal (Urban),01-01-2019,January,2019,175
1489,Warangal (Urban),01-02-2019,February,2019,200
1490,Warangal (Urban),01-03-2019,March,2019,200
1491,Warangal (Urban),01-04-2019,April,2019,190
1492,Warangal (Urban),01-05-2019,May,2019,175
1493,Warangal (Urban),01-06-2019,June,2019,195
1494,Warangal (Urban),01-07-2019,July,2019,185
1495,Warangal (Urban),01-08-2019,August,2019,230
1496,Warangal (Urban),01-09-2019,September,2019,240
1497,Warangal (Urban),01-10-2019,October,2019,220
1498,Warangal (Urban),01-11-2019,November,2019,230
1499,Warangal (Urban),01-12-2019,December,2019,210
1500,Yadadri Bhongir,01-01-2019,January,2019,0
1501,Yadadri Bhongir,01-02-2019,February,2019,0
1502,Yadadri Bhongir,01-03-2019,March,2019,0
1503,Yadadri Bhongir,01-04-2019,April,2019,0
1504,Yadadri Bhongir,01-05-2019,May,2019,0
1505,Yadadri Bhongir,01-06-2019,June,2019,0
1506,Yadadri Bhongir,01-07-2019,July,2019,0
1507,Yadadri Bhongir,01-08-2019,August,2019,0
1508,Yadadri Bhongir,01-09-2019,September,2019,0
1509,Yadadri Bhongir,01-10-2019,October,2019,0
1510,Yadadri Bhongir,01-11-2019,November,2019,0
1511,Yadadri Bhongir,01-12-2019,December,2019,0
